# Mass        9.499201581000
# Eigenvalues:    1.484791735342e+00   4.423118873648e+00   7.320726538581e+00   1.017791919678e+01   1.299505208199e+01
 8.942600000000e-01 3.681793818661e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 1.183880840066e-17 2.213597270900e-18 1.053639773420e-19 -2.046582788927e-19 -1.408483574006e-20
 9.042600000000e-01 3.432573570088e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 -1.823583010408e-16 1.120346036146e-17 1.197984090858e-18 -1.438652822214e-18 1.441694869920e-19
 9.142600000000e-01 3.198484244734e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 1.278708856093e-16 6.153258518399e-17 1.141965172090e-18 -2.027077342493e-18 5.694437605047e-19
 9.242600000000e-01 2.978627481176e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 -2.949429742511e-16 1.645157712465e-16 -8.495175619387e-18 -4.674418999599e-18 8.825991389540e-18
 9.342600000000e-01 2.772160069797e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 -6.549327475549e-16 4.228422213908e-16 -1.519095462076e-17 -3.874752142898e-17 9.122616805430e-17
 9.442600000000e-01 2.578290802694e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 1.869897157583e-16 4.887068382644e-16 2.730294094980e-16 -3.115292928587e-16 8.552553537336e-16
 9.542600000000e-01 2.396277461630e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 -6.242443416649e-17 1.450836158363e-15 8.722193160691e-16 -2.325962763416e-15 6.225773637848e-15
 9.642600000000e-01 2.225423762064e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 5.979962188792e-16 1.839629243202e-15 2.834387862166e-15 -1.387735151295e-14 4.519563592778e-14
 9.742600000000e-01 2.065076372481e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208199e+01 1.330515542834e-15 -3.984417844961e-15 2.424594149065e-14 -9.448014232883e-14 3.120909215775e-13
 9.842600000000e-01 1.914621965095e+02 1.484791735342e+00 4.423118873648e+00 7.320726538581e+00 1.017791919678e+01 1.299505208200e+01 6.669901059717e-15 -3.388762912677e-14 1.613464678554e-13 -6.141031834561e-13 2.035195980205e-12
 9.942600000000e-01 1.773484555211e+02 1.484791735342e+00 4.423118873648e+00 7.320726538582e+00 1.017791919677e+01 1.299505208201e+01 3.495983966887e-14 -2.188262437759e-13 1.004376863527e-12 -3.798385645962e-12 1.246889485567e-11
 1.004260000000e+00 1.641123154338e+02 1.484791735343e+00 4.423118873647e+00 7.320726538587e+00 1.017791919675e+01 1.299505208206e+01 2.071267510166e-13 -1.309660503355e-12 5.945531749798e-12 -2.215176651457e-11 7.184364128485e-11
 1.014260000000e+00 1.517029737062e+02 1.484791735344e+00 4.423118873641e+00 7.320726538614e+00 1.017791919666e+01 1.299505208238e+01 1.172134705777e-12 -7.382074799621e-12 3.305375251978e-11 -1.214710400853e-10 3.885769505104e-10
 1.024260000000e+00 1.400727345960e+02 1.484791735349e+00 4.423118873609e+00 7.320726538753e+00 1.017791919615e+01 1.299505208396e+01 6.306500682367e-12 -3.914746297211e-11 1.727220425322e-10 -6.253940943532e-10 1.970979346644e-09
 1.034260000000e+00 1.291768265555e+02 1.484791735374e+00 4.423118873453e+00 7.320726539429e+00 1.017791919376e+01 1.299505209137e+01 3.195601186326e-11 -1.952682258718e-10 8.479758719274e-10 -3.021756007671e-09 9.371976811089e-09
 1.044260000000e+00 1.189732196259e+02 1.484791735495e+00 4.423118872732e+00 7.320726542492e+00 1.017791918308e+01 1.299505212377e+01 1.524716911594e-10 -9.160562170338e-10 3.911177144238e-09 -1.370198441659e-08 4.177628947715e-08
 1.054260000000e+00 1.094224440872e+02 1.484791736027e+00 4.423118869605e+00 7.320726555534e+00 1.017791913845e+01 1.299505225662e+01 6.851163202175e-10 -4.042958886897e-09 1.695313527842e-08 -5.832612807763e-08 1.746307310452e-07
 1.064260000000e+00 1.004874166379e+02 1.484791738243e+00 4.423118856853e+00 7.320726607677e+00 1.017791896357e+01 1.299505276692e+01 2.900805416226e-09 -1.679558547841e-08 6.909593320057e-08 -2.332067667744e-07 6.849291689600e-07
 1.074260000000e+00 9.213327787034e+01 1.484791746924e+00 4.423118807923e+00 7.320726803575e+00 1.017791832031e+01 1.299505460439e+01 1.158179704627e-08 -6.572563680239e-08 2.649944645175e-07 -8.764648382710e-07 2.522400922478e-06
 1.084260000000e+00 8.432724355061e+01 1.484791778986e+00 4.423118631153e+00 7.320727495730e+00 1.017791609787e+01 1.299506081123e+01 4.364410440279e-08 -2.424952691445e-07 9.571491700271e-07 -3.098905967600e-06 8.729241356453e-06
 1.094260000000e+00 7.703847911696e+01 1.484791890725e+00 4.423118029292e+00 7.320729797636e+00 1.017790887972e+01 1.299508049413e+01 1.553830756340e-07 -8.443561872740e-07 3.259055439795e-06 -1.031705337739e-05 2.841213600922e-05
 1.104260000000e+00 7.023798798287e+01 1.484792258553e+00 4.423116096165e+00 7.320737009919e+00 1.017788682393e+01 1.299513913262e+01 5.232102966634e-07 -2.777483154407e-06 1.047133787080e-05 -3.237284589111e-05 8.705062571828e-05
