             1.39781	-229.110217835	-1.3270   0.0000  -0.8440
             1.40781	-229.108112431	-1.3234   0.0000  -0.8398
             1.41781	-229.106014780	-1.3197   0.0000  -0.8358
             1.42781	-229.103925616	-1.3160   0.0000  -0.8318
             1.43781	-229.101845626	-1.3120   0.0000  -0.8281
             1.44781	-229.099775448	-1.3080   0.0000  -0.8244
             1.45781	-229.097715682	-1.3039   0.0000  -0.8209
             1.46781	-229.095666880	-1.2997   0.0000  -0.8175
             1.47781	-229.093629560	-1.2953   -0.0000  -0.8143
             1.48781	-229.091604199	-1.2908   -0.0000  -0.8111
             1.49781	-229.089591243	-1.2863   -0.0000  -0.8081
             1.50781	-229.087591105	-1.2816   -0.0000  -0.8052
             1.51781	-229.085604165	-1.2769   -0.0000  -0.8025
             1.52781	-229.083630779	-1.2720   -0.0000  -0.7998
             1.53781	-229.081671273	-1.2671   -0.0000  -0.7973
             1.54781	-229.079725949	-1.2620   -0.0000  -0.7948
             1.55781	-229.077795084	-1.2569   -0.0000  -0.7925
             1.56781	-229.075878931	-1.2517   -0.0000  -0.7903
             1.57781	-229.073977720	-1.2464   -0.0000  -0.7882
             1.58781	-229.072091657	-1.2411   -0.0000  -0.7862
             1.59781	-229.070220929	-1.2356   -0.0000  -0.7843
             1.60781	-229.068365700	-1.2301   -0.0000  -0.7825
             1.61781	-229.066526116	-1.2245   -0.0000  -0.7807
             1.62781	-229.064702302	-1.2188   -0.0000  -0.7791
             1.63781	-229.062894368	-1.2131   -0.0000  -0.7776
             1.64781	-229.061102405	-1.2073   -0.0000  -0.7761
             1.65781	-229.059326488	-1.2014   -0.0000  -0.7747
             1.66781	-229.057566678	-1.1955   -0.0000  -0.7734
             1.67781	-229.055823020	-1.1895   -0.0000  -0.7722
             1.68781	-229.054095546	-1.1835   -0.0000  -0.7710
             1.69781	-229.052384275	-1.1774   -0.0000  -0.7700
             1.70781	-229.050689211	-1.1713   -0.0000  -0.7689
             1.71781	-229.049010349	-1.1651   -0.0000  -0.7680
             1.72781	-229.047347671	-1.1589   -0.0000  -0.7671
             1.73781	-229.045701147	-1.1527   -0.0000  -0.7663
             1.74781	-229.044070739	-1.1464   -0.0000  -0.7655
             1.75781	-229.042456399	-1.1400   -0.0000  -0.7648
             1.76781	-229.040858069	-1.1337   -0.0000  -0.7641
             1.77781	-229.039275687	-1.1273   -0.0000  -0.7635
             1.78781	-229.037709180	-1.1208   -0.0000  -0.7630
             1.79781	-229.036158471	-1.1144   -0.0000  -0.7625
             1.80781	-229.034623477	-1.1079   -0.0000  -0.7620
             1.81781	-229.033104107	-1.1014   -0.0000  -0.7616
             1.82781	-229.031600269	-1.0949   -0.0000  -0.7612
             1.83781	-229.030111865	-1.0883   -0.0000  -0.7608
             1.84781	-229.028638792	-1.0818   -0.0000  -0.7605
             1.85781	-229.027180945	-1.0752   -0.0000  -0.7603
             1.86781	-229.025738216	-1.0686   -0.0000  -0.7600
             1.87781	-229.024310491	-1.0620   -0.0000  -0.7598
             1.88781	-229.022897658	-1.0555   -0.0000  -0.7596
             1.89781	-229.021499599	-1.0489   -0.0000  -0.7595
             1.90781	-229.020116196	-1.0422   -0.0000  -0.7594
             1.91781	-229.018747331	-1.0356   -0.0000  -0.7593
             1.92781	-229.017392881	-1.0290   -0.0000  -0.7592
             1.93781	-229.016052727	-1.0224   -0.0000  -0.7591
             1.94781	-229.014726746	-1.0158   -0.0000  -0.7591
             1.95781	-229.013414817	-1.0093   -0.0000  -0.7591
             1.96781	-229.012116816	-1.0027   -0.0000  -0.7591
