             1.39791	-229.110196745	-1.3269   0.0000  -0.8440
             1.40791	-229.108091415	-1.3234   0.0000  -0.8398
             1.41791	-229.105993846	-1.3197   0.0000  -0.8357
             1.42791	-229.103904770	-1.3159   0.0000  -0.8318
             1.43791	-229.101824874	-1.3120   0.0000  -0.8280
             1.44791	-229.099754798	-1.3080   0.0000  -0.8244
             1.45791	-229.097695138	-1.3039   0.0000  -0.8209
             1.46791	-229.095646449	-1.2996   0.0000  -0.8175
             1.47791	-229.093609246	-1.2953   -0.0000  -0.8142
             1.48791	-229.091584008	-1.2908   -0.0000  -0.8111
             1.49791	-229.089571178	-1.2862   -0.0000  -0.8081
             1.50791	-229.087571169	-1.2816   -0.0000  -0.8052
             1.51791	-229.085584364	-1.2768   -0.0000  -0.8024
             1.52791	-229.083611114	-1.2720   -0.0000  -0.7998
             1.53791	-229.081651749	-1.2670   -0.0000  -0.7972
             1.54791	-229.079706569	-1.2620   -0.0000  -0.7948
             1.55791	-229.077775850	-1.2569   -0.0000  -0.7925
             1.56791	-229.075859845	-1.2517   -0.0000  -0.7903
             1.57791	-229.073958784	-1.2464   -0.0000  -0.7882
             1.58791	-229.072072874	-1.2410   -0.0000  -0.7862
             1.59791	-229.070202300	-1.2355   -0.0000  -0.7843
             1.60791	-229.068347227	-1.2300   -0.0000  -0.7824
             1.61791	-229.066507799	-1.2244   -0.0000  -0.7807
             1.62791	-229.064684144	-1.2188   -0.0000  -0.7791
             1.63791	-229.062876369	-1.2130   -0.0000  -0.7775
             1.64791	-229.061084566	-1.2072   -0.0000  -0.7761
             1.65791	-229.059308810	-1.2014   -0.0000  -0.7747
             1.66791	-229.057549161	-1.1955   -0.0000  -0.7734
             1.67791	-229.055805665	-1.1895   -0.0000  -0.7722
             1.68791	-229.054078353	-1.1835   -0.0000  -0.7710
             1.69791	-229.052367244	-1.1774   -0.0000  -0.7699
             1.70791	-229.050672342	-1.1712   -0.0000  -0.7689
             1.71791	-229.048993642	-1.1651   -0.0000  -0.7680
             1.72791	-229.047331126	-1.1589   -0.0000  -0.7671
             1.73791	-229.045684763	-1.1526   -0.0000  -0.7663
             1.74791	-229.044054516	-1.1463   -0.0000  -0.7655
             1.75791	-229.042440336	-1.1400   -0.0000  -0.7648
             1.76791	-229.040842167	-1.1336   -0.0000  -0.7641
             1.77791	-229.039259944	-1.1272   -0.0000  -0.7635
             1.78791	-229.037693595	-1.1208   -0.0000  -0.7630
             1.79791	-229.036143044	-1.1143   -0.0000  -0.7625
             1.80791	-229.034608206	-1.1078   -0.0000  -0.7620
             1.81791	-229.033088992	-1.1013   -0.0000  -0.7616
             1.82791	-229.031585309	-1.0948   -0.0000  -0.7612
             1.83791	-229.030097058	-1.0883   -0.0000  -0.7608
             1.84791	-229.028624139	-1.0817   -0.0000  -0.7605
             1.85791	-229.027166443	-1.0751   -0.0000  -0.7603
             1.86791	-229.025723864	-1.0686   -0.0000  -0.7600
             1.87791	-229.024296289	-1.0620   -0.0000  -0.7598
             1.88791	-229.022883604	-1.0554   -0.0000  -0.7596
             1.89791	-229.021485692	-1.0488   -0.0000  -0.7595
             1.90791	-229.020102436	-1.0422   -0.0000  -0.7594
             1.91791	-229.018733715	-1.0356   -0.0000  -0.7593
             1.92791	-229.017379409	-1.0290   -0.0000  -0.7592
             1.93791	-229.016039398	-1.0224   -0.0000  -0.7591
             1.94791	-229.014713558	-1.0158   -0.0000  -0.7591
             1.95791	-229.013401768	-1.0092   -0.0000  -0.7591
             1.96791	-229.012103906	-1.0026   -0.0000  -0.7591
